TEST SCRIPT REPORT — BACKEND (NEGATIF),,,,,,,,,,,,
Nama Kelompok,,:,Kelompok 3,,,,,,,,,
Kelas,,:,A,,,,,,,,,
Angkatan,,:,2024,,,,,,,,,
Nama Sistem,,:,BERBAGIVE,,,,,,,,,
Tipe Pengujian: Backend,,,,,,,Skenario: Negatif,,,,,,
,,,,,,,,,,,,
No.,SRS Ref.,FSD Ref.,No. Test Script,Nama Fungsional,URL / Endpoint,HTTP Method,Role / Auth,Parameter / Body,Ekspektasi Status,Ekspektasi Response,Kategori
106,FR-MIL-03,FSD-MIL-03,TS-BE-N106,Tambah Penerima — NIK tidak valid,PATCH /api/v1/communities/laporan/{id}/penerima,POST,KOMUNITAS,"nama:""Test"", nik:""12345"", kode_wilayah:""327604"", nominal_diterima:100000",422,"status:""error"", errors berisi nik tidak valid (harus 16 digit)",Milestone
107,FR-MIL-05,FSD-MIL-05,TS-BE-N107,Complete Pencairan — Status bukan disetujui,PATCH /api/v1/superadmin/disbursements/{id}/complete,POST,SUPERADMIN,"id: pencairan berstatus menunggu_review, bukti_transfer_url:""url""",409,"status:""error"", message: pencairan belum disetujui",Milestone
108,FR-MIL-06,FSD-MIL-06,TS-BE-N108,Verifikasi Laporan — Sudah diverifikasi,PATCH /api/v1/superadmin/laporan/{id}/verify,POST,SUPERADMIN,id: laporan berstatus diverifikasi,409,"status:""error"", message: laporan sudah diverifikasi",Milestone
109,FR-MIL-06,FSD-MIL-06,TS-BE-N109,Reject Laporan — Alasan kosong,PATCH /api/v1/superadmin/laporan/{id}/reject,POST,SUPERADMIN,"id: valid, alasan_penolakan:""""",422,"status:""error"", errors berisi alasan_penolakan wajib",Milestone
110,FR-MIL-07,FSD-MIL-07,TS-BE-N110,List Milestone — Campaign tidak ditemukan,PATCH /api/v1/campaigns/{id}/milestones,GET,Tanpa Auth,id: 99999,404,"status:""error"", message: campaign tidak ditemukan",Milestone
111,FR-SEARCH-01,FSD-8.1,TS-BE-N111,Cari Campaign — Keyword kosong (no results),PATCH /api/v1/campaigns/search,GET,Tanpa Auth,keyword:""xyznonexistent123"",200,"status:""success"", data array kosong",Search
112,FR-SEARCH-02,FSD-8.2,TS-BE-N112,Cari Komunitas — Keyword kosong (no results),PATCH /api/v1/communities/search,GET,Tanpa Auth,keyword:""xyznonexistent123"",200,"status:""success"", data array kosong",Search
113,SRS-DON-02,FSD-DON-02,TS-BE-N113,Riwayat Donasi — User baru (tanpa donasi),PATCH /api/v1/donations/history,GET,DONATUR,Token valid (user baru),200,"status:""success"", data array kosong, total:0",Donasi
114,FR-DASH-SA-02,FSD-11.2,TS-BE-N114,Analytics — Tanggal tidak valid,PATCH /api/v1/superadmin/analytics/platform,GET,SUPERADMIN,"tanggal_mulai:""abc"", tanggal_selesai:""2026-01-31""",422,"status:""error"", errors berisi format tanggal tidak valid",Superadmin
115,FR-REG-02,FSD-13.2,TS-BE-N115,Riwayat Pendaftaran — Rentang tanggal invalid,PATCH /api/v1/superadmin/community-registrations/history,GET,SUPERADMIN,"filter_tanggal_mulai:""2026-02-01"", filter_tanggal_selesai:""2026-01-01""",422,"status:""error"", errors berisi rentang tanggal tidak valid",Superadmin
