TEST SCRIPT REPORT — BACKEND (POSITIF),,,,,,,,,,,,
Nama Kelompok,,:,Kelompok 3,,,,,,,,,
Kelas,,:,A,,,,,,,,,
Angkatan,,:,2024,,,,,,,,,
Nama Sistem,,:,BERBAGIVE,,,,,,,,,
Tipe Pengujian: Backend,,,,,,,Skenario: Positif,,,,,,
,,,,,,,,,,,,
No.,SRS Ref.,FSD Ref.,No. Test Script,Nama Fungsional,URL / Endpoint,HTTP Method,Role / Auth,Parameter / Body,Ekspektasi Status,Ekspektasi Response,Kategori
104,FR-MIL-01,FSD-MIL-01,TS-BE-P104,Submit Laporan Penggunaan Dana,PATCH /api/v1/communities/withdrawals/{id}/laporan,POST,KOMUNITAS,"jumlah_penerima:50, deskripsi_penggunaan:""Penyaluran paket sembako untuk warga terdampak bencana di Desa Makmur"", file_dokumentasi_url:[""https://storage/dok1.jpg""]",201,"status:""success"", data berisi id_laporan, status_verifikasi:""menunggu_verifikasi""",Milestone
105,FR-MIL-02,FSD-MIL-02,TS-BE-P105,Lihat Laporan Sendiri,PATCH /api/v1/communities/withdrawals/{id}/laporan,GET,KOMUNITAS,id: id_pencairan milik sendiri,200,"status:""success"", data berisi laporan + daftar penerima",Milestone
106,FR-MIL-03,FSD-MIL-03,TS-BE-P106,Tambah Penerima Manfaat,PATCH /api/v1/communities/laporan/{id}/penerima,POST,KOMUNITAS,"nama:""Budi Santoso"", nik:""3276040101900001"", kode_wilayah:""3276040001"", nominal_diterima:500000",201,"status:""success"", data penerima baru tersimpan",Milestone
107,FR-MIL-03,FSD-MIL-03,TS-BE-P107,List Penerima Manfaat,PATCH /api/v1/communities/laporan/{id}/penerima,GET,KOMUNITAS,id: id_laporan milik sendiri,200,"status:""success"", data array penerima",Milestone
108,FR-MIL-03,FSD-MIL-03,TS-BE-P108,Hapus Penerima Manfaat,PATCH /api/v1/communities/laporan/{id}/penerima/{penerimaId},DELETE,KOMUNITAS,"id: id_laporan milik sendiri, penerimaId: id valid",200,"status:""success"", penerima dihapus dan total_realisasi diperbarui",Milestone
109,FR-MIL-04,FSD-MIL-04,TS-BE-P109,Edit Laporan (Sebelum Verifikasi),PATCH /api/v1/communities/laporan/{id},PUT,KOMUNITAS,"deskripsi_penggunaan:""Updated"", jumlah_penerima:55",200,"status:""success"", data laporan diperbarui",Milestone
110,FR-MIL-05,FSD-MIL-05,TS-BE-P110,Complete Pencairan,PATCH /api/v1/superadmin/disbursements/{id}/complete,POST,SUPERADMIN,"id: id_pencairan berstatus disetujui, bukti_transfer_url:""https://storage/transfer.jpg""",200,"status:""success"", status pencairan jadi selesai + bukti transfer tersimpan",Milestone
111,FR-MIL-06,FSD-MIL-06,TS-BE-P111,List Laporan Menunggu Verifikasi,PATCH /api/v1/superadmin/laporan,GET,SUPERADMIN,"status:""menunggu_verifikasi""",200,"status:""success"", data array laporan + pagination",Milestone
112,FR-MIL-06,FSD-MIL-06,TS-BE-P112,Detail Laporan Superadmin,PATCH /api/v1/superadmin/laporan/{id},GET,SUPERADMIN,id: id_laporan valid,200,"status:""success"", data detail laporan + penerima + dokumentasi",Milestone
113,FR-MIL-06,FSD-MIL-06,TS-BE-P113,Verifikasi Laporan (Auto Milestone),PATCH /api/v1/superadmin/laporan/{id}/verify,POST,SUPERADMIN,id: id_laporan berstatus menunggu_verifikasi,200,"status:""success"", data laporan + milestone publik yang dibuat otomatis",Milestone
114,FR-MIL-06,FSD-MIL-06,TS-BE-P114,Tolak Laporan,PATCH /api/v1/superadmin/laporan/{id}/reject,POST,SUPERADMIN,"id: id_laporan valid, alasan_penolakan:""Foto dokumentasi tidak sesuai""",200,"status:""success"", status laporan jadi ditolak",Milestone
115,FR-MIL-07,FSD-MIL-07,TS-BE-P115,List Milestone Publik,PATCH /api/v1/campaigns/{id}/milestones,GET,Tanpa Auth,"id: id_campaign valid, page:1, per_page:15",200,"status:""success"", data array milestone (judul, deskripsi, jumlah_penerima, foto, tanggal_verifikasi)",Milestone
